Pres,Temp,UR,Timestamp
,-0.20365564475251222,0.847985938343691,-1.7320014114329587
-1.2692575712585137,,1.026159629058766,-1.731902617752359
,,1.2521216275484144,-1.7318038240717593
,-0.5194073109457257,1.3848669269222287,-1.7317050303911596
-1.3269854522646674,,1.3848669269222287,-1.73160623671056
,-0.48432379247981316,1.3842769478139003,-1.7315074430299604
-1.2548256010069634,,1.1512352000243158,-1.7314086493493608
-1.199159430036742,,,-1.731309855668761
-1.1970977200008097,0.2933608668479162,0.17186988019972943,-1.7312110619881613
-1.2403936307554366,0.9560495489818203,-0.6228319787181724,-1.7311122683075617
-1.32080032215687,1.057401935661124,-0.749087507900378,-1.731013474626962
-1.4156389838098302,,,-1.7309146809463625
-1.4774902848878722,1.2425649497867728,-0.896582284982394,-1.7308158872657626
-1.5475884261096438,1.1704488284957308,-0.7042490956674449,-1.730717093585163
,1.0554528513019055,,-1.7306182999045634
-1.838289541176368,1.0067257423214715,-0.31132300952095465,-1.7305195062239638
-1.9145728125059367,0.7903773784483445,,-1.7304207125433642
,0.7163121727980842,,-1.7303219188627643
,0.6422469671478245,0.4851487867219314,-1.7302231251821647
-1.7496360096311816,0.6052143643226943,,-1.730124331501565
-1.6939698386609603,0.6286033766333029,0.6108143367958088,-1.7300255378209655
-1.6053163071157974,0.6013161956042596,0.6214339607457142,-1.7299267441403658
-1.5537735562174408,0.6383487984293899,0.5370669482548007,-1.729827950459766
-1.58469920675645,0.5058110620026091,0.7842681946442601,-1.7297291567791664
,0.17641580529487397,1.3453383266642482,-1.7296303630985668
-1.8939557121465893,,1.3618577416974342,-1.7295315694179672
-1.9661155634042933,0.17251763657643931,1.2527116066567427,-1.7294327757373675
-1.9413750429730812,,1.130585931232833,-1.7293339820567677
-1.8589066415357154,0.09650334656696194,1.0786677696999636,-1.729235188376168
-1.7743765300623937,-0.059423402170427464,1.2857504367231143,-1.7291363946955685
-1.6815995784453661,,,-1.7290376010149688
,,0.693411411961738,-1.7289388073343692
-1.5991311770080001,0.66758506381765,-0.21692635218846396,-1.7288400136537696
,0.9170678617974724,-0.40925954150341304,-1.7287412199731698
-1.6465505078344687,1.0145220797583407,-0.47651715985281234,-1.7286424262925701
-1.6939698386609603,1.1256198882337305,-0.556754318585429,-1.7285436326119705
-1.8053021806014264,1.3107829023593809,-0.6741601611427134,-1.728444838931371
,1.5563675316207686,-1.071806080155829,-1.7283460452507713
-2.131052366279025,1.3906953610872936,-0.7331580719755202,-1.7282472515701714
-2.265063518614747,1.3146810710778163,-0.5195856347607613,-1.7281484578895718
-2.2609400985428825,0.9618968020594726,,-1.7280496642089722
-2.2691869386866355,0.585723520730521,,-1.7279508705283726
-2.145484336530575,0.6422469671478245,0.758899092986153,-1.727852076847773
-1.9826092436917524,0.7085158353612149,0.9659817600093037,-1.7277532831671731
-1.8465363813200977,,1.3848669269222287,-1.7276544894865735
,0.2972590355663508,1.3860468851388845,-1.727555695805974
,0.18421214273174324,1.385456906030557,-1.7274569021253743
-1.691908128625028,0.08870700913009263,1.385456906030557,-1.7273581084447747
-1.7455125895593169,0.03997990014965849,1.385456906030557,-1.7272593147641748
-1.8073638906373588,0.016590887839049908,1.385456906030557,-1.7271605210835752
-1.9207579426137338,-0.07891424576260071,1.385456906030557,-1.7270617274029756
-1.945498463044946,,1.385456906030557,-1.726962933722376
,-0.1685721262865997,1.385456906030557,-1.7268641400417764
-1.8217958608888856,-0.21729923526703385,1.385456906030557,-1.7267653463611765
-1.7125252289843753,-0.20950289783016454,,-1.726666552680577
-1.6815995784453661,-0.12179410166538322,1.3819170313805884,-1.7265677589999773
-1.6506739279063567,0.254379179663569,0.6538828117037576,-1.7264689653193777
-1.6094397271876622,0.515556483798696,0.12644148885846876,-1.726370171638778
-1.5743906565767882,,,-1.7262713779581782
-1.6197482773673242,0.5233528212355653,0.3990118369060345,-1.7261725842775786
-1.6403653777266713,0.49606564020652205,0.5553563006129708,-1.726073790596979
-1.7187103590921724,0.49996380892495673,0.5299871989548646,-1.7259749969163793
,0.6130107017595643,0.4450302073556235,-1.7258762032357797
-1.9248813626855987,0.6422469671478245,0.44916006111391954,-1.72577740955518
-1.9908560838355054,0.6870759074098239,0.35889325753972573,-1.7256786158745803
,0.6149597861187812,0.45269993576388806,-1.7255798221939807
,,0.5376569273631291,-1.725481028513381
-1.7290189092718578,0.25632826402278597,1.1482853044826749,-1.7253822348327814
-1.58469920675645,0.032183562712789195,,-1.7252834411521818
-1.4609966046003897,-0.059423402170427464,1.385456906030557,-1.725184647471582
